,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
10965,3,3,4,4,3,9,8,7,3,6,7,10,3,10,5,10,23
18135,4,9,5,7,4,9,9,9,9,8,5,8,3,7,10,9,18
12851,7,9,10,8,12,10,7,6,6,9,7,9,12,13,9,7,15
17290,5,9,6,7,5,8,8,14,2,7,7,9,6,9,1,9,9
7675,4,7,6,5,5,9,7,3,6,7,7,8,3,10,9,10,12
19777,4,3,5,4,4,8,8,8,8,8,7,6,3,9,4,8,5
19697,5,6,6,5,4,7,7,7,8,7,7,12,3,10,5,10,8
19717,4,5,5,4,3,7,8,6,6,10,9,10,3,10,5,10,8
17880,7,12,7,7,4,6,11,5,4,11,9,6,5,12,3,9,6
13080,10,12,8,7,5,11,5,6,7,12,4,10,6,8,7,12,16
4667,5,10,6,8,5,5,9,5,9,12,11,11,3,9,5,6,13
8874,5,10,7,7,5,8,12,8,4,12,6,4,3,11,5,9,14
14311,5,8,7,6,5,7,13,6,4,13,6,2,2,11,4,9,14
4766,3,8,4,6,3,8,8,4,12,9,7,9,1,9,8,9,19
13508,5,10,7,8,8,8,8,4,6,7,8,12,7,12,7,6,1
16193,6,10,6,12,8,9,8,7,3,9,8,11,4,9,6,9,23
18748,4,7,5,5,3,8,7,15,2,8,8,9,4,9,1,9,21
17645,6,7,7,5,4,6,12,4,8,12,10,6,3,12,3,5,22
169,5,6,7,5,4,8,8,2,10,11,7,9,3,9,4,8,12
18061,5,9,7,7,7,8,10,6,7,9,5,10,5,6,6,11,10
1566,8,10,7,6,5,8,8,6,6,10,5,10,7,6,8,12,10
15479,6,9,9,7,7,9,9,6,7,11,7,6,6,10,5,11,5
15947,4,11,5,8,3,8,8,1,9,15,7,9,1,9,2,9,3
6203,6,10,7,12,7,9,7,8,5,10,8,11,4,9,7,9,23
1106,3,4,3,3,2,9,9,7,6,8,7,8,3,9,9,9,18
6121,2,4,4,2,2,10,8,4,5,11,4,8,3,8,3,11,10
15164,4,12,6,9,2,7,15,1,7,9,12,9,1,9,1,9,22
2167,2,1,2,2,1,7,8,7,8,8,7,14,1,9,5,11,20
3057,5,7,7,6,7,8,8,5,5,8,7,9,7,11,8,8,6
1557,4,6,6,8,6,10,11,6,5,8,8,8,6,12,7,6,11
17747,6,8,7,6,5,8,9,8,6,9,7,6,5,10,4,8,5
8146,7,11,10,8,9,10,9,7,7,9,6,8,6,10,7,13,10
12155,6,8,6,6,3,5,10,6,9,13,11,9,4,10,2,7,24
16230,4,5,6,3,3,8,8,4,7,11,7,9,4,9,4,9,21
14378,9,13,8,7,5,9,9,3,6,11,6,7,4,9,8,9,25
2360,5,5,6,7,3,8,8,5,15,10,7,9,1,9,9,9,19
2815,4,7,6,5,4,10,9,4,7,10,4,9,4,7,5,11,10
252,5,8,7,6,8,9,8,5,5,7,8,9,8,11,6,8,24
7076,4,8,6,6,6,6,9,4,5,7,6,10,5,8,7,6,10
12910,3,5,5,4,3,8,9,3,8,12,8,9,3,9,5,9,13
10417,7,12,7,9,5,4,8,7,12,8,7,15,1,9,9,8,13
16375,7,11,7,6,5,3,10,3,4,11,12,10,9,11,2,7,15
17327,2,1,2,2,2,8,8,7,5,7,7,8,2,9,7,10,16
1114,4,5,5,7,3,9,8,7,10,6,7,9,1,9,10,9,18
19995,6,11,6,8,3,8,5,16,7,8,15,9,4,10,1,9,24
2943,3,8,4,5,3,6,11,10,4,10,7,6,3,11,4,9,14
5338,4,6,5,4,3,8,8,8,5,10,7,8,3,9,4,8,17
9565,4,11,5,9,5,8,8,7,11,7,7,9,2,9,9,9,19
14432,4,7,4,5,3,6,12,8,5,8,4,10,3,8,7,12,10
16886,7,10,9,8,7,10,6,2,7,11,5,10,6,7,6,11,7
7215,4,8,6,7,6,8,7,6,4,8,7,11,6,11,7,12,13
12763,3,9,4,7,3,15,5,5,5,14,3,10,1,8,1,9,4
2926,4,6,7,5,5,6,7,4,5,11,11,11,7,6,3,8,2
18211,3,9,5,7,3,9,12,3,10,7,12,8,2,12,2,8,22
7658,4,5,5,7,3,9,8,9,7,7,8,9,4,9,6,10,23
7314,6,12,6,7,3,9,8,5,4,14,8,9,4,11,4,9,18
12921,4,6,4,4,3,6,12,4,7,12,10,6,2,11,4,7,25
14678,3,8,3,6,2,1,2,6,7,1,1,8,1,9,1,9,1
2190,4,9,5,7,3,8,8,15,3,6,7,9,7,9,1,9,9
14414,5,11,6,8,4,6,11,11,4,10,7,5,3,11,5,9,14
5334,7,11,10,9,9,9,8,4,8,8,8,9,7,14,9,9,12
16983,2,4,3,3,2,11,7,3,7,13,5,10,1,8,2,8,4
12932,3,7,4,5,2,11,8,2,7,13,4,8,1,8,1,8,4
2574,9,13,7,7,3,6,12,6,9,12,9,10,2,8,6,9,20
19080,4,6,5,4,2,5,13,5,5,12,12,8,3,12,2,9,6
2731,5,8,6,6,4,8,9,3,8,8,7,10,1,9,5,9,3
10930,7,11,9,9,6,7,7,3,8,11,7,11,5,9,5,9,7
15346,6,7,6,9,6,9,10,6,3,9,10,11,4,10,7,9,23
17455,4,12,5,9,3,16,4,5,6,14,1,9,1,8,1,9,4
13102,3,9,4,7,2,1,2,6,7,1,1,8,1,9,1,9,1
6462,5,9,7,7,3,5,11,3,9,11,14,10,2,12,3,8,11
6077,6,8,6,6,4,4,11,3,8,12,12,8,2,12,3,6,11
18553,6,12,8,9,8,9,12,4,7,7,12,9,4,13,2,9,22
2914,5,8,5,6,3,8,8,15,1,8,7,9,4,9,1,9,21
7385,5,8,7,6,5,11,7,4,8,11,5,8,4,9,6,12,16
2233,6,10,7,8,4,10,8,3,7,16,5,9,1,8,2,8,4
1659,7,11,9,9,5,9,8,5,9,12,6,8,3,9,6,9,18
17332,3,4,3,2,2,8,8,6,8,8,7,9,3,9,6,11,13
13911,5,9,5,7,5,8,9,8,5,11,8,7,4,10,4,8,17
12509,5,7,5,5,3,6,13,4,7,12,10,5,3,12,3,6,22
4021,2,7,3,5,2,13,4,9,4,14,7,13,2,7,1,9,4
8704,3,2,3,3,1,8,15,2,6,8,12,9,1,9,1,9,22
11055,4,3,5,5,4,8,8,7,9,8,8,10,3,9,7,10,13
19682,6,12,8,9,10,9,6,6,3,9,8,9,7,9,6,9,6
8687,5,10,6,7,2,8,8,6,5,8,7,9,4,9,5,9,12
3525,7,10,7,8,5,4,13,3,4,10,12,9,3,11,2,9,6
10993,7,10,9,8,8,8,8,8,6,7,6,8,4,8,8,11,21
12306,3,5,5,4,3,8,8,3,10,13,7,9,2,9,6,8,19
12821,4,5,5,4,3,10,11,4,3,6,10,8,7,12,1,9,15
10859,4,9,5,7,3,8,7,9,8,7,7,10,3,8,7,12,8
11984,6,9,8,11,7,12,6,4,6,10,3,8,3,8,7,10,19
2687,7,11,9,8,6,8,9,4,11,13,8,9,2,10,7,8,19
2575,6,10,8,7,5,5,9,8,10,10,11,12,4,10,2,8,24
19283,5,7,7,5,7,10,7,5,4,10,7,10,5,9,11,11,18
12842,8,11,9,9,6,6,9,7,8,13,10,13,4,12,5,7,20
6235,4,7,6,5,4,13,4,3,3,10,3,10,3,7,3,9,0
13956,4,7,5,5,3,7,6,2,10,8,3,11,1,8,4,9,1
5328,3,4,4,2,2,7,9,3,8,12,8,9,2,9,5,9,13
1051,3,9,4,7,2,12,4,11,4,13,9,14,2,7,1,9,4
16632,5,10,6,7,5,9,8,6,8,6,7,9,1,9,9,9,18
5477,5,5,7,6,5,9,10,5,6,8,7,10,4,8,9,9,4
13953,5,11,7,8,5,9,8,3,11,12,7,9,2,8,7,9,19
17391,3,4,5,3,3,8,9,3,7,11,7,9,4,9,3,9,7
12204,2,4,4,3,2,9,7,4,6,15,7,12,2,8,1,8,4
4168,5,11,6,9,7,8,6,12,2,8,10,9,9,7,2,10,2
17822,5,9,6,7,4,8,8,5,10,7,7,9,4,9,7,9,12
3601,6,11,8,9,4,8,7,10,9,7,6,7,4,9,5,9,17
1821,3,8,4,6,3,9,7,1,8,14,7,10,1,9,2,9,3
11795,4,6,5,8,3,8,8,5,14,11,7,9,1,9,9,9,19
8348,10,16,9,9,6,7,9,5,7,10,9,10,7,9,7,11,21
10895,5,12,6,9,3,2,13,6,5,12,11,8,1,9,4,7,25
3015,5,9,7,7,6,7,9,6,7,7,6,8,4,8,6,9,10
16778,7,13,5,7,4,7,9,6,6,10,6,7,6,10,6,9,17
7106,3,8,5,6,3,8,11,3,3,8,12,9,2,12,1,9,11
4588,7,8,9,10,8,9,11,5,6,8,8,9,6,7,10,8,4
151,5,6,6,7,6,9,9,7,2,8,7,12,4,10,7,9,23
9907,5,11,7,8,9,8,9,4,7,6,7,11,6,12,9,9,1
3149,5,12,6,9,6,9,8,9,5,8,7,6,5,9,4,9,17
3907,4,8,6,6,6,6,7,5,7,8,7,13,3,11,9,7,13
11963,5,9,7,7,5,7,11,4,8,11,10,6,3,11,5,6,25
19201,6,6,7,7,4,8,6,16,2,8,9,9,4,9,1,9,21
8741,6,5,6,7,4,6,9,11,10,8,8,6,4,9,5,9,5
8567,3,5,4,4,3,6,8,5,7,7,7,12,4,9,5,11,7
19419,4,7,6,5,2,7,7,7,11,8,6,14,2,10,5,10,20
18189,6,11,7,9,7,6,11,4,8,11,10,7,5,11,5,8,14
9908,8,9,8,11,8,8,9,7,4,8,10,12,5,9,8,9,23
18848,8,12,10,9,7,9,10,3,7,15,7,6,4,11,5,10,14
19849,7,10,6,5,3,6,13,6,2,13,7,5,5,11,4,9,14
13757,5,9,7,7,6,7,10,8,5,10,8,5,3,11,4,8,14
517,4,9,6,7,6,9,8,8,7,9,5,6,5,10,5,9,5
6049,2,1,3,1,1,8,9,5,1,8,9,9,6,10,1,9,15
4548,3,7,4,5,4,11,8,4,4,10,5,8,3,9,8,9,4
882,5,8,6,6,4,8,6,6,5,15,9,14,2,7,2,7,4
7957,7,10,9,7,6,10,9,6,7,13,5,5,6,10,6,8,14
12640,6,9,8,7,9,9,7,6,3,8,6,9,10,10,6,12,17
11207,4,6,5,6,4,9,8,8,5,7,7,10,3,9,5,10,23
15577,3,10,3,8,4,8,8,1,8,8,7,9,1,9,4,9,3
12471,4,10,6,7,4,8,10,2,7,7,12,9,3,12,3,8,11
12054,5,11,5,9,5,7,8,10,7,8,7,8,3,9,10,11,16
17468,6,9,8,7,9,7,8,4,3,9,7,7,4,9,12,2,18
3563,4,4,6,3,3,7,9,3,7,11,7,10,4,10,4,8,7
15697,2,1,3,1,1,8,9,12,2,8,7,9,3,9,1,9,21
13250,5,7,6,7,7,9,9,6,5,8,8,9,6,12,10,11,18
9311,4,8,6,6,6,9,8,8,6,9,7,8,4,9,6,10,10
12225,6,11,6,7,5,10,7,4,6,9,6,8,7,10,6,9,5
18504,12,14,12,8,6,11,12,7,4,5,11,8,11,13,2,7,15
10565,6,9,7,8,7,7,10,6,8,9,9,9,5,14,10,7,22
8547,4,8,5,6,3,8,8,15,3,6,7,9,7,9,1,9,9
6931,3,3,4,4,3,5,5,6,8,3,3,7,2,8,2,7,1
1867,5,11,7,9,4,8,7,9,9,7,7,10,3,9,7,12,8
19888,10,12,10,9,7,6,9,1,10,9,10,6,5,14,8,4,11
17699,6,12,7,9,3,8,8,6,5,8,7,9,4,9,5,9,12
17218,4,8,5,6,4,9,9,6,8,6,7,9,1,9,9,9,18
17033,5,8,7,6,5,10,8,4,8,11,5,8,3,9,6,12,16
351,5,9,6,10,7,9,9,6,3,8,10,11,4,10,6,8,23
17365,5,12,5,9,2,1,2,6,7,1,1,8,1,9,1,9,1
7569,2,4,4,3,2,7,11,7,3,11,6,5,2,10,4,8,14
11681,2,4,4,3,3,9,8,4,6,11,6,8,3,9,5,10,16
11057,5,10,5,8,4,1,3,5,7,2,1,9,1,9,1,9,1
5353,5,8,6,6,5,7,10,7,6,10,8,5,3,11,5,8,14
19299,5,7,7,5,4,11,8,4,9,12,4,7,3,9,6,11,16
8922,6,9,7,7,5,8,9,3,10,12,8,9,2,10,7,8,19
13232,4,4,5,3,2,8,13,3,8,8,12,9,2,12,2,8,22
4977,4,7,5,5,5,10,7,4,6,11,5,8,3,9,5,11,16
3076,3,8,5,6,3,8,11,2,7,7,12,9,2,12,2,9,11
3206,5,9,6,7,6,7,8,6,5,8,6,9,4,8,7,12,21
3448,9,11,10,9,7,5,9,6,9,10,9,10,7,10,5,4,24
7400,4,9,5,7,3,8,8,1,9,15,7,9,1,9,2,8,3
17405,8,10,11,8,9,9,8,3,7,11,7,9,4,9,4,8,21
1414,9,13,8,7,4,8,11,7,6,15,6,5,5,11,5,9,14
5239,7,10,10,9,11,8,7,4,5,8,6,9,9,10,7,8,10
13672,3,5,5,3,3,7,11,4,6,14,7,6,2,10,2,8,25
5416,4,7,6,5,4,7,5,2,9,9,3,12,1,8,3,9,1
9724,7,8,9,11,12,10,8,7,2,7,7,10,10,12,7,10,23
17442,5,9,6,7,4,9,8,9,8,8,7,3,4,9,5,9,5
13703,5,6,7,5,3,5,13,4,4,11,12,8,4,11,2,8,6
5975,6,11,8,8,5,10,8,7,9,12,6,6,4,9,5,9,5
8465,5,9,7,7,3,7,9,4,8,16,7,10,2,7,2,8,4
1451,5,4,5,5,2,8,6,14,6,8,15,9,4,10,1,9,24
3945,6,12,7,9,8,8,8,7,4,8,7,10,5,9,9,9,13
9425,5,9,6,7,6,8,11,9,6,9,6,7,4,7,8,12,21
13959,6,8,8,6,5,4,10,4,7,11,12,12,4,9,4,7,7
12288,6,12,6,9,4,8,10,16,3,8,4,9,4,9,1,9,21
7100,5,11,6,9,3,8,8,5,16,10,7,9,1,9,9,9,19
8459,7,10,7,6,5,9,8,4,5,11,6,8,7,10,6,8,21
19511,5,7,7,8,6,9,9,6,7,8,7,9,4,9,9,8,3
12301,4,8,5,6,3,9,7,1,8,14,7,10,1,8,3,9,3
18717,7,12,7,7,5,5,10,2,4,10,10,9,9,13,2,7,15
5033,5,11,7,9,7,10,8,4,6,11,5,7,3,9,6,10,16
330,1,5,1,7,1,8,8,5,5,8,7,9,1,9,1,9,3
12696,6,6,7,5,5,9,7,7,6,7,8,8,11,7,5,7,2
10755,5,10,8,8,4,8,8,2,9,11,7,9,4,9,5,8,12
8419,6,8,7,11,12,9,7,7,2,8,7,8,10,9,7,9,14
11679,4,12,5,9,4,15,5,5,6,14,2,9,1,8,1,9,4
4870,8,11,6,6,4,10,7,6,7,10,4,9,6,9,6,9,17
7407,4,6,5,6,5,6,8,4,5,8,7,12,5,10,8,10,20
14971,6,8,8,6,5,5,9,3,8,11,11,12,4,9,5,7,7
16392,2,1,3,2,1,3,2,7,5,1,4,5,1,9,1,9,1
13717,2,1,3,2,1,6,8,8,2,8,7,12,3,9,3,12,7
2822,7,10,6,8,4,9,10,3,4,14,5,6,3,10,8,9,4
2720,3,3,4,4,3,8,8,6,6,7,6,7,3,8,6,9,10
14953,4,10,6,8,5,13,3,4,4,11,3,10,4,9,5,10,0
9024,2,1,2,1,1,6,11,7,2,10,7,6,2,10,3,9,14
6009,5,6,5,5,3,7,12,3,8,12,10,5,2,12,3,5,22
1420,6,9,7,7,7,11,7,6,7,10,4,7,4,9,4,9,5
11438,5,8,6,6,4,9,7,9,6,11,7,10,4,9,4,9,17
9776,2,4,3,3,2,8,9,7,6,10,8,12,3,11,4,11,20
17867,4,5,6,4,4,10,8,3,8,11,4,9,4,9,4,10,7
13255,3,5,4,4,3,9,9,7,7,8,6,8,4,9,4,8,21
16146,4,8,5,8,4,8,7,9,6,6,7,9,4,9,6,10,23
4391,2,2,2,2,1,3,13,5,4,12,10,7,1,9,3,8,25
698,3,5,5,4,3,7,10,3,5,11,8,8,6,9,2,9,9
19774,2,4,2,3,1,8,8,3,7,8,7,9,1,9,3,9,3
13501,5,12,6,9,4,8,8,1,10,15,7,9,1,9,2,9,3
6829,4,5,5,4,4,8,8,8,7,8,7,5,3,9,4,8,5
15960,5,5,6,7,4,9,9,7,10,6,7,8,1,9,10,9,18
7886,10,16,10,9,9,9,8,5,6,10,6,8,9,5,11,8,16
12149,4,6,6,4,3,8,8,3,10,13,7,9,2,9,7,9,19
2906,4,9,6,7,4,6,9,3,9,11,11,10,4,10,4,7,12
4473,6,11,8,9,7,9,11,8,5,11,5,4,4,12,5,9,14
11840,2,3,3,3,2,9,9,6,3,9,8,11,3,10,4,10,23
16444,7,10,7,7,5,7,8,7,8,11,9,10,4,9,6,10,8
9057,4,8,6,6,3,9,10,5,3,7,14,9,4,11,1,9,6
5068,7,9,9,7,6,9,9,7,7,9,8,8,5,7,5,7,4
15401,4,9,6,7,4,8,7,8,7,7,6,11,2,9,6,12,8
13995,4,10,6,8,5,10,4,2,3,8,3,9,3,7,5,8,0
11486,6,8,7,6,4,9,7,7,8,12,7,13,3,11,5,9,8
14428,7,11,7,7,5,9,7,6,6,7,8,8,6,9,4,8,24
19971,5,6,6,5,3,5,13,3,4,10,12,8,4,11,2,8,6
10592,2,1,3,1,1,8,9,12,2,8,7,9,3,9,1,9,21
19518,6,10,7,8,3,7,9,8,12,7,8,14,2,8,5,9,20
18286,4,6,6,4,4,9,7,3,7,11,6,9,4,8,4,9,21
18384,5,6,7,5,6,8,9,6,4,8,8,9,8,12,8,9,8
11142,2,1,3,1,1,8,15,3,4,8,11,9,1,9,1,9,22
6993,4,9,6,7,8,10,9,5,6,8,7,7,6,7,9,7,5
4790,4,9,6,7,3,9,6,5,6,15,8,13,2,7,1,8,4
15700,5,7,6,5,5,9,6,7,6,8,7,8,3,10,8,10,14
3359,8,11,8,9,7,7,12,5,7,12,10,6,4,13,3,5,22
4937,2,12,1,9,2,8,8,6,4,8,7,9,1,9,1,9,3
14686,4,6,5,8,4,8,8,15,3,6,7,9,7,9,1,9,9
6633,5,9,5,7,5,7,9,10,5,8,6,9,3,8,6,12,10
18193,6,9,8,7,6,9,8,3,10,12,6,9,2,8,7,9,19
16909,6,8,7,10,8,8,10,6,6,9,7,9,4,10,8,7,25
7009,5,8,7,6,5,12,8,4,6,11,2,5,6,10,2,8,9
19488,3,2,3,4,3,6,11,5,6,11,10,7,2,11,4,8,25
17662,6,9,9,7,8,8,7,6,6,8,8,12,15,7,3,11,2
1234,3,5,5,4,3,12,3,4,2,10,3,10,3,7,3,10,0
2518,4,9,6,7,4,13,3,4,3,11,3,10,3,7,4,9,0
8684,5,10,6,8,3,8,8,10,9,8,6,9,4,9,5,9,17
12190,4,3,5,4,3,6,11,5,6,11,9,4,2,11,5,8,14
13413,5,10,6,7,6,8,9,6,6,9,6,9,4,7,7,10,10
9830,8,12,7,7,5,9,7,6,6,7,8,9,6,8,4,8,24
12973,5,9,7,7,6,8,8,8,8,6,10,11,5,9,8,7,22
1157,1,2,1,2,1,8,8,5,5,8,7,9,1,9,1,9,3
5070,6,10,8,8,4,6,10,5,2,10,14,9,6,11,3,10,6
17396,5,6,5,9,3,4,13,10,3,11,7,4,2,11,5,9,14
15944,9,15,8,9,5,6,10,5,4,11,9,6,5,11,5,5,11
18326,4,5,5,4,4,8,8,6,7,8,7,7,3,9,7,10,16
13713,4,6,6,5,4,8,8,4,11,7,7,9,4,9,7,9,12
3542,11,15,9,9,4,5,13,4,9,13,9,5,3,10,4,4,22
16200,8,10,8,5,5,6,9,3,5,9,11,9,11,11,3,7,15
14865,5,12,8,9,9,11,12,3,3,6,9,8,10,13,3,9,15
4037,4,6,7,5,4,8,11,5,5,13,5,4,2,11,4,9,14
11616,7,11,7,9,5,7,11,11,6,8,6,9,4,9,7,11,10
18093,6,6,8,5,6,8,6,6,6,8,6,10,6,5,8,8,23
2361,7,9,9,12,13,9,9,5,3,8,9,10,5,13,10,9,11
17930,6,12,8,9,8,6,10,5,7,11,11,7,3,10,4,7,25
2273,6,12,8,9,6,6,7,7,8,7,7,9,5,8,5,8,8
18733,4,5,6,4,3,8,10,3,5,11,7,8,6,9,1,8,9
19123,5,6,6,5,5,8,8,3,5,8,7,9,3,10,8,8,12
1204,5,3,6,5,5,9,7,7,5,8,8,9,8,6,3,8,2
18011,6,10,7,7,7,8,8,6,6,8,6,9,7,7,7,12,21
671,4,5,5,4,3,4,12,3,3,11,11,9,6,11,2,9,15
18029,4,7,5,5,2,9,6,14,6,8,15,9,4,10,1,9,24
5735,1,1,2,1,1,13,5,7,4,13,5,12,1,8,1,9,4
17146,2,1,3,1,1,9,5,3,1,8,3,9,2,7,2,9,0
14896,4,6,6,5,3,8,11,5,5,13,6,4,2,11,3,9,14
12013,5,7,5,5,4,7,12,4,8,12,10,5,3,13,4,6,22
1544,3,3,4,4,3,7,9,8,9,9,8,14,2,10,5,11,20
9492,7,11,9,9,5,6,10,4,7,16,8,10,3,8,3,7,4
9337,3,8,4,5,2,6,15,2,7,10,12,8,1,9,1,9,22
10148,3,4,4,4,3,9,10,6,3,6,9,11,3,10,6,10,23
16372,5,12,7,9,4,11,11,2,4,7,13,9,2,12,1,9,11
18256,2,10,1,7,1,8,8,5,5,8,7,9,1,9,1,9,3
16189,4,3,5,4,4,8,8,6,9,8,7,10,3,9,7,10,13
19546,2,1,2,2,1,2,2,6,6,1,2,7,1,9,1,9,1
18756,4,7,5,5,2,9,5,14,6,8,14,9,4,10,1,9,24
12689,6,11,8,9,6,7,12,2,7,14,8,6,2,11,3,8,25
10788,6,8,6,6,3,5,13,4,8,13,11,5,2,11,2,6,22
12231,6,12,6,7,4,11,5,5,8,12,4,10,4,8,9,12,23
10782,2,6,2,5,2,9,8,2,8,8,7,8,1,9,4,8,3
3253,9,16,11,9,6,13,6,3,6,13,4,8,6,7,1,9,9
3066,5,9,6,7,5,9,7,9,5,8,5,9,4,9,4,9,17
2275,5,7,8,5,4,10,10,3,6,12,4,6,7,10,3,8,9
684,8,12,9,9,7,6,10,4,8,11,7,7,4,8,6,6,18
18260,4,5,6,4,3,8,9,5,10,7,7,8,5,10,8,8,12
6201,5,11,5,8,3,5,9,10,3,7,4,12,5,9,3,12,7
13635,5,10,6,8,5,4,9,8,4,8,6,12,4,9,3,12,7
15900,4,10,5,7,3,2,13,6,5,12,11,8,1,9,4,7,25
2292,16,16,16,9,9,4,10,7,7,4,3,14,11,13,3,9,2
1576,3,6,5,5,4,10,8,6,7,11,5,7,3,9,4,9,5
8565,7,11,9,9,6,9,7,3,10,13,5,12,4,8,9,10,19
5447,7,10,7,8,6,7,12,4,8,12,10,6,3,13,3,5,22
13823,6,9,6,10,8,9,7,8,5,10,8,9,5,10,6,8,23
5152,5,4,6,6,4,9,8,13,2,7,10,9,9,7,1,9,2
8189,9,12,9,7,6,6,9,3,5,9,10,8,11,11,3,6,15
13537,6,5,7,4,4,5,12,4,3,10,10,8,8,12,2,7,15
3281,3,5,5,4,3,9,10,4,5,13,5,4,2,11,4,9,14
4187,2,1,2,1,1,6,12,7,2,10,7,6,1,10,4,9,14
18257,5,9,7,7,5,6,7,2,8,11,10,12,5,8,5,8,7
6540,5,8,6,6,4,6,9,8,8,9,9,15,2,11,5,11,20
221,5,6,6,5,4,8,10,6,6,8,8,7,6,10,3,6,9
3994,6,12,7,9,7,6,11,6,7,11,11,7,3,10,4,6,25
8370,3,3,4,4,3,8,10,5,2,9,9,11,3,10,5,9,23
8145,4,8,7,6,5,13,4,3,3,10,3,9,5,6,3,9,0
16669,6,9,6,7,3,5,10,7,8,12,11,9,4,10,2,8,24
12668,6,11,7,9,5,8,10,1,9,12,10,7,2,11,4,5,22
226,6,10,8,12,8,9,7,9,5,6,7,11,4,9,7,11,23
17694,4,7,5,5,5,9,7,7,4,8,6,8,5,7,7,8,10
19067,7,11,6,6,4,8,9,5,4,10,9,10,5,10,10,12,20
18990,4,8,6,7,6,9,8,4,4,7,7,9,5,9,3,9,24
8149,3,5,4,3,3,11,8,3,7,11,5,7,3,9,5,11,16
17007,6,9,8,7,7,8,9,9,6,6,8,11,5,10,5,6,24
12790,5,7,5,5,3,5,10,4,7,11,12,7,3,12,3,6,11
7718,4,8,6,6,5,9,7,7,6,6,9,9,3,9,10,6,11
11423,4,6,5,5,2,5,13,4,4,11,12,8,3,11,2,9,6
18573,7,10,9,8,6,8,10,7,6,8,7,7,8,9,4,9,9
9426,4,10,6,7,7,11,7,3,6,9,6,6,4,9,6,8,3
13340,8,10,8,12,9,8,11,5,5,8,11,12,6,12,11,10,23
9244,6,10,8,8,6,5,10,4,5,10,11,10,7,8,2,9,9
16025,7,10,9,9,8,8,8,6,5,6,8,9,8,8,3,7,24
1886,5,7,6,5,7,9,7,7,3,8,7,9,8,10,4,9,17
3951,3,2,4,4,4,8,8,6,6,8,7,9,4,9,3,9,21
4482,4,3,5,5,3,5,5,6,9,3,2,7,1,8,2,7,1
2774,6,9,8,7,6,8,7,4,6,7,7,10,4,9,10,10,12
5268,3,4,5,3,2,9,12,2,7,7,12,10,2,12,2,9,11
6733,6,8,8,7,6,8,6,6,6,10,6,10,4,7,6,7,17
19806,11,15,10,9,6,7,7,6,6,7,9,10,8,8,5,11,24
2881,3,3,4,4,3,9,8,8,5,8,7,10,3,9,4,9,17
743,6,11,8,8,9,7,9,5,7,8,7,10,6,9,6,7,22
17142,4,12,6,9,2,8,15,1,7,8,12,9,1,9,1,9,22
16557,9,14,8,8,4,7,10,4,7,13,6,6,3,9,7,7,25
824,4,6,5,5,3,8,9,6,5,8,8,8,7,10,3,6,9
14389,4,4,5,6,3,4,7,8,4,8,8,13,4,9,4,11,7
5396,4,11,5,9,2,14,3,10,5,15,6,14,2,7,1,9,4
6619,4,7,5,9,5,9,7,8,6,10,7,8,4,9,6,8,23
2256,5,9,7,7,6,9,5,9,6,7,7,9,4,9,4,9,23
6413,4,4,5,3,3,8,9,7,5,8,8,7,6,10,3,7,9
17330,5,10,6,7,5,7,5,5,9,4,3,6,5,7,3,6,1
11877,6,11,7,9,5,6,12,9,4,8,5,9,4,9,7,12,10
14134,2,3,2,4,2,8,8,2,9,8,7,9,1,9,4,9,3
16676,5,10,7,7,5,11,3,2,3,9,4,10,6,6,4,8,0
10386,7,12,7,7,4,9,5,4,6,13,8,13,4,9,7,10,1
9563,6,8,7,7,7,6,9,5,9,10,8,11,4,8,8,6,22
9659,4,11,7,9,8,11,7,3,6,9,5,6,4,9,6,8,3
8683,5,8,7,6,5,10,8,5,7,11,6,6,4,9,4,9,5
4377,7,10,9,8,7,7,10,3,10,12,9,8,4,12,8,8,19
13837,4,3,6,4,3,6,11,2,8,10,13,10,2,12,3,8,11
16740,6,10,6,8,3,8,5,15,6,8,15,9,4,10,1,9,24
12941,6,11,8,8,9,9,8,7,7,7,7,7,3,9,7,11,16
6473,8,16,7,9,5,7,11,3,7,13,8,7,4,10,6,6,22
274,4,10,6,8,5,8,8,7,10,7,5,10,3,9,7,10,13
14163,6,11,6,8,4,5,12,3,4,10,12,8,3,11,2,9,6
7881,7,12,7,9,4,4,13,6,5,12,13,8,4,10,2,9,6
2614,6,9,7,7,5,8,9,4,8,11,6,8,3,9,6,9,18
8846,4,9,5,7,3,8,8,5,15,10,7,9,1,9,9,9,19
19813,6,5,8,7,4,7,9,6,2,8,9,9,10,10,1,9,15
6586,9,11,9,8,6,3,12,3,8,13,13,8,1,11,2,6,11
582,6,10,10,8,7,6,6,3,5,4,3,8,7,8,8,3,0
2889,3,4,4,3,2,5,9,5,6,12,11,10,4,10,2,7,24
15713,2,5,4,4,2,10,7,3,7,15,5,10,1,8,1,8,4
4123,7,9,7,7,8,8,11,5,4,10,7,7,9,11,5,6,15
7578,3,8,4,6,4,4,9,6,10,8,7,14,1,9,7,10,13
13894,7,11,9,9,8,6,10,5,9,13,11,9,4,9,6,5,13
5623,5,9,6,7,5,9,8,9,7,8,8,11,4,8,5,8,17
18525,8,11,8,8,6,6,8,8,7,10,9,11,3,10,6,10,8
